name,kind,released,venue,status,scope,year,url,paper,code,license,scale,tasks,modalities
STAformer++ Affordance-Aware Anticipation,model,2026-02,arXiv,watch,,2026,https://arxiv.org/abs/2602.14837,https://arxiv.org/abs/2602.14837,,,Short-term object-interaction anticipation method integrating image-video attention with environment affordance memory and interaction hotspots on Ego4D and curated EPIC-KITCHENS STA labels,anticipation; hand-object-interaction; affordance; action-and-procedure,egocentric-video; object-boxes; hand-trajectories
WristPP,model,2026-02,CHI 2026 submission,watch,,2026,https://zhenqis123.github.io/WristPP/,https://arxiv.org/abs/2603.00606,,,"Wrist-worn wide-FOV RGB system for real-time 3D hand pose and per-vertex pressure estimation, evaluated on a 133K-frame, 20-subject pose-pressure dataset",pose-and-body; contact-understanding; ar-vr,wrist-camera-video; hand-pose; pressure
Egocentric Co-Pilot,toolkit,2026-03,WWW 2026,watch,,2026,https://arxiv.org/abs/2603.01104,https://arxiv.org/abs/2603.01104,,,"Web-native neuro-symbolic smart-glasses agent framework with Temporal Chain-of-Thought, hierarchical context compression, speech/gaze intent parsing, and WebRTC/WebSocket streaming for assistive egocentric AI",tool-using-agents; streaming-assistant; memory-and-long-context; assistive-videoqa,egocentric-video; speech; gaze; web-tools
Gazeify Then Voiceify,model,2026-01,arXiv,watch,,2026,https://arxiv.org/abs/2601.19281,https://arxiv.org/abs/2601.19281,,,"Displayless smart-glasses interaction system for physical-object referencing through gaze selection, object masks, voice descriptions, and conversational correction",referential; ar-vr; interactive-assistance; visual-grounding,egocentric-video; gaze; speech; object-masks
EGAgent,model,2026-01,arXiv,open,,2026,https://github.com/facebookresearch/egagent,https://arxiv.org/abs/2601.18157,https://github.com/facebookresearch/egagent,,"Agentic very-long-video understanding framework for all-day wearable egocentric streams, using entity scene graphs, hybrid visual/audio search, and planning tools on EgoLifeQA and Video-MME Long",memory-and-long-context; question-answering; tool-using-agents; audio-visual-reasoning,egocentric-video; audio; scene-graphs; qa
Wearable Product Localization,model,2026-01,arXiv,watch,,2026,https://arxiv.org/abs/2601.12486,https://arxiv.org/abs/2601.12486,,,"Multimodal wearable assistive system for blind and low-vision product search, navigation, and correction, combining YOLO-World, VLM descriptions, spatialized sonification, and retrieval feedback",assistive-videoqa; ar-sensing-navigation; object-detection; interactive-assistance,egocentric-video; audio; language
VisionClaw,toolkit,2026-04,arXiv,watch,,2026,https://arxiv.org/abs/2604.03486,https://arxiv.org/abs/2604.03486,,,Always-on wearable AI-agent system on Ray-Ban Meta smart glasses that couples live egocentric perception with speech-driven OpenClaw task execution for situated hands-free actions,tool-using-agents; streaming-assistant; interactive-assistance; wearable-sensing,egocentric-video; speech; web-tools
ActiveGlasses,model,2026-04,arXiv,watch,,2026,https://arxiv.org/abs/2604.08534,https://arxiv.org/abs/2604.08534,,,"Smart-glasses active-vision system for learning robot manipulation from ego-centric human demonstrations, using a stereo head-mounted camera for collection and robot-mounted active perception at deployment",robot-learning; imitation-learning; cross-embodiment-transfer; manipulation,egocentric-video; stereo-video; point-clouds; robot-actions
INSIGHT,model,2025-08,AAAI 2026,watch,,2025,https://arxiv.org/abs/2508.01742,https://arxiv.org/abs/2508.01742,,,"Intention-guided cognitive reasoning framework for egocentric long-term action anticipation, using hand-object cues, verb-noun dependencies, and RL-style reasoning over Ego4D, EPIC-KITCHENS-55, and EGTEA Gaze+",anticipation; action-and-procedure; hand-object-interaction; reasoning-intent-planning,egocentric-video; hand-pose; object-boxes
NS-iHOS / WISH,model,2025-09,arXiv,watch,,2025,https://arxiv.org/abs/2509.26004,https://arxiv.org/abs/2509.26004,,,"Weakly supervised egocentric in-hand object segmentation from natural-language narrations, distilling narration cues into WISH for hand-object association and segmentation without narration at inference",hand-object-interaction; detection-segmentation; video-language,egocentric-video; narrations; object-masks
Exo2Ego / Ego-ExoClip,model,2025-03,AAAI 2026,watch,,2025,https://arxiv.org/abs/2503.09143,https://arxiv.org/abs/2503.09143,,,"Exocentric-to-egocentric MLLM transfer with Ego-ExoClip, a 1.1M synchronized ego-exo clip-text pretraining set from Ego-Exo4D, plus EgoIT instruction tuning",video-language; ego-exo; cross-view; representation-learning,egocentric-video; exocentric-video; text
EgoWorld,model,2025-06,ICLR 2026,watch,,2025,https://redorangeyellowy.github.io/EgoWorld/,https://arxiv.org/abs/2506.17896,,,"Exocentric-to-egocentric generation framework that reconstructs egocentric views from point clouds, 3D hand poses, and text, evaluated on H2O, TACO, Assembly101, and Ego-Exo4D",world-modeling; video-generation; cross-view; hand-object-interaction,egocentric-video; exocentric-video; point-clouds; hand-pose; text
Aria STDR,dataset,2025-07,arXiv,watch,,2025,https://arxiv.org/abs/2507.16330,https://arxiv.org/abs/2507.16330,,,"Custom Project Aria smart-glasses scene-text detection and recognition dataset studying lighting, distance, resolution, and gaze-guided processing for egocentric OCR",scene-text; ar-vr; wearable-sensing; detection-segmentation,egocentric-video; gaze; scene-text
RaycastGrasp,toolkit,2025-10,ICIR 2025,watch,,2025,https://arxiv.org/abs/2510.22113,https://arxiv.org/abs/2510.22113,,,"Egocentric gaze-guided robotic manipulation interface using a wearable MR headset, augmented visual cues, pretrained vision models, and a robotic arm for object retrieval",hri; robot-learning; gaze; interactive-assistance,egocentric-video; gaze; robot-actions
Fish2Mesh,model,2025-03,arXiv,watch,,2025,https://arxiv.org/abs/2503.06089,https://arxiv.org/abs/2503.06089,,,"Fisheye-aware transformer for 3D human mesh recovery from egocentric vision, using ego-specific position embeddings and weak supervision from third-person cameras",egocentric-3d-pose; pose-and-body; ar-vr,egocentric-video; body-pose; human-motion
GazeLLM,model,2025-03,Augmented Humans 2025,watch,,2025,https://arxiv.org/abs/2504.00221,https://arxiv.org/abs/2504.00221,,,Gaze-focused multimodal LLM pipeline that reduces first-person video processing by routing high-resolution analysis to human attention regions while preserving task comprehension,video-language; gaze; wearable-sensing; efficient-inference,egocentric-video; gaze; audio; text
LookOut / Aria Navigation Dataset,dataset,2025-08,arXiv,watch,,2025,https://arxiv.org/abs/2508.14466,https://arxiv.org/abs/2508.14466,,,"Project Aria real-world humanoid egocentric navigation dataset and framework for predicting future 6D head-pose trajectories, with 4 hours of navigation recordings",ar-sensing-navigation; trajectory-prediction; robot-learning; pose-and-body,egocentric-video; head-pose; camera-pose
ECHO,model,2025-08,arXiv,watch,,2025,https://arxiv.org/abs/2508.21556,https://arxiv.org/abs/2508.21556,,,"Ego-centric HOI diffusion framework recovering human pose, object motion, and contact dynamics from sparse smart-glasses and smartwatch tracking signals",hand-object-interaction; contact-understanding; pose-and-body; ar-vr,egocentric-video; head-pose; wrist-trajectory; object-motion; contact
DMC3 Ego VideoQA,model,2025-10,arXiv,watch,,2025,https://arxiv.org/abs/2510.20285,https://arxiv.org/abs/2510.20285,,,"Dual-modal counterfactual contrastive framework for egocentric VideoQA, constructing textual and visual counterfactual samples around events and hand-object interactions",question-answering; video-qa; hand-object-interaction; contrastive-learning,egocentric-video; qa; text
Uni-Hand,model,2025-11,T-PAMI 2026,open,,2025,https://github.com/IRMVLab/UniHand,https://arxiv.org/abs/2511.12878,https://github.com/IRMVLab/UniHand,,"Universal egocentric hand motion forecasting framework for multi-modal input, 2D/3D wrist and finger waypoints, head-hand motion synergy, and downstream affordance tasks",hand-object-interaction; pose-and-body; anticipation; robot-learning,egocentric-video; hand-pose; text
SFHand / EgoHaFL,model,2025-11,arXiv,watch,,2025,https://arxiv.org/abs/2511.18127,https://arxiv.org/abs/2511.18127,,,Streaming language-guided 3D hand-forecasting framework plus EgoHaFL dataset with synchronized 3D hand poses and language instructions for embodied manipulation,hand-object-interaction; pose-and-body; robot-learning; streaming-assistant,egocentric-video; hand-pose; language-instructions
OpenTouch,dataset,2025-12,arXiv,watch,,2025,https://opentouch-tactile.github.io/,https://arxiv.org/abs/2512.16842,,,"In-the-wild egocentric full-hand tactile dataset with 5.1 hours of synchronized video-touch-pose data, 2,900 curated clips, text annotations, and retrieval/classification benchmarks",contact-understanding; hand-object-interaction; retrieval; robot-learning,egocentric-video; tactile; hand-pose; text
mmEgoHand,model,2025-01,arXiv,watch,,2025,https://arxiv.org/abs/2501.13805,https://arxiv.org/abs/2501.13805,,,"Head-mounted egocentric hand pose and gesture-recognition system combining millimeter-wave radar and IMU to support VR interaction, skill digitization, and robotic teleoperation",pose-and-body; gesture-recognition; ar-vr; robot-learning,imu; radar; hand-pose
AiGet,toolkit,2025-01,CHI 2025,watch,,2025,https://arxiv.org/abs/2501.16240,https://arxiv.org/abs/2501.16240,,,"Smart-glasses AI assistant for informal learning in everyday moments, using real-time gaze patterns, environmental context, user profiles, and LLM-generated knowledge prompts",interactive-assistance; wearable-sensing; tool-using-agents,egocentric-video; gaze; language
Ego4o,model,2025-04,arXiv,watch,,2025,https://arxiv.org/abs/2504.08449,https://arxiv.org/abs/2504.08449,,,"Omni-modal egocentric human motion capture and understanding framework for VR/AR headsets, smart glasses, phones, and watches with egocentric images, sparse IMUs, and motion-language descriptions",pose-and-body; motion-language; ar-vr; wearable-sensing,egocentric-video; imu; text; human-motion
EgoExo-Gen,model,2025-04,ICLR 2025,watch,,2025,https://arxiv.org/abs/2504.11732,https://arxiv.org/abs/2504.11732,,,"Cross-view egocentric video prediction from exocentric video, first ego frame, and text instructions, using predicted hand-object interaction masks and diffusion generation",world-modeling; video-generation; ego-exo; hand-object-interaction,egocentric-video; exocentric-video; text; object-masks
Reading in the Wild,dataset,2025-05,NeurIPS 2025,watch,,2025,https://www.projectaria.com/datasets/reading-in-the-wild/,https://arxiv.org/abs/2505.24848,,,"Project Aria smart-glasses dataset for reading recognition with 100 hours of reading and non-reading video, egocentric RGB, eye gaze, head pose, and reading-type labels",reading; wearable-sensing; ar-vr; activity-recognition,egocentric-video; gaze; head-pose
Ego 6DoF Object Trajectories,model,2025-06,CVPR 2025,watch,,2025,https://arxiv.org/abs/2506.03605,https://arxiv.org/abs/2506.03605,,,"Framework extracting 6DoF manipulation trajectories from ego/exo video datasets and generating object manipulation trajectories from action descriptions in egocentric vision, evaluated with HOT3D",hand-object-interaction; robot-learning; manipulation; 3d-4d-understanding,egocentric-video; exocentric-video; object-pose; text
HEADS-UP,dataset,2024-09,arXiv,watch,,2024,https://arxiv.org/abs/2409.20324,https://arxiv.org/abs/2409.20324,,,Head-mounted egocentric dataset for pedestrian trajectory prediction and collision-risk assessment in blind-assistance systems,ar-sensing-navigation; trajectory-prediction; blind-assistance; assistive-systems,egocentric-video; trajectories
Embodied VideoAgent,model,2024-12,arXiv,watch,,2024,https://embodied-videoagent.github.io/,https://arxiv.org/abs/2501.00358,,,"LLM/VLM agent that builds persistent 3D scene memory from egocentric video plus embodied depth and pose sensors for dynamic scene reasoning, planning, and robot manipulation",memory-and-long-context; spatial-reasoning; embodied-ai; robot-learning,egocentric-video; depth; pose; scene-graphs
SoundingActions,model,2024-04,CVPR 2024,watch,,2024,https://vision.cs.utexas.edu/projects/soundingactions,https://arxiv.org/abs/2404.05206,,,Self-supervised audio-language-vision embedding that learns how actions sound from narrated egocentric videos using contrastive consensus over Ego4D and EPIC-Sounds,audio-visual-reasoning; action-and-procedure; representation-learning,egocentric-video; audio; narrations
EgoChoir,model,2024-05,NeurIPS 2024,watch,,2024,https://yyvhang.github.io/EgoChoir/,https://arxiv.org/abs/2405.13659,,,"Egocentric 3D human-object interaction region model inferring 3D contact and object affordance from egocentric video, head motion, and 3D object cues",hand-object-interaction; contact-understanding; 3d-4d-understanding; affordance,egocentric-video; head-pose; object-meshes; contact
ObjectRelator,model,2024-11,ICCV 2025 Highlight,watch,,2024,https://arxiv.org/abs/2411.19083,https://arxiv.org/abs/2411.19083,,,Cross-view ego-exo object relation and correspondence model with multimodal condition fusion and self-supervised cross-view object alignment,ego-exo; cross-view; object-grounding; detection-segmentation,egocentric-video; exocentric-video; object-masks; text
HUX,toolkit,2024-07,arXiv,watch,,2024,https://arxiv.org/abs/2407.19492,https://arxiv.org/abs/2407.19492,,,"Heads Up eXperience always-on AI companion concept for smart glasses and XR headsets, integrating eye gaze, surrounding context, verbal context, memory storage, and task assistance",interactive-assistance; memory-and-long-context; wearable-sensing; tool-using-agents,egocentric-video; gaze; speech; memory
EgoZAR,model,2024-09,arXiv,watch,,2024,https://gabrielegoletto.github.io/EgoZAR/,https://arxiv.org/abs/2409.14205,,,Egocentric zone-aware action-recognition method that decouples activity-centric zone priors from scene-specific appearance to improve cross-domain transfer on EPIC-KITCHENS-100 and Argo1M,action-recognition; domain-transfer; scene-understanding,egocentric-video; scene-labels
TouchInsight,model,2024-10,UIST 2024,watch,,2024,https://arxiv.org/abs/2410.05940,https://arxiv.org/abs/2410.05940,,,"Real-time mixed-reality touch and text input pipeline that detects touch moment, finger, and touch location from egocentric hand tracking on arbitrary physical surfaces",ar-vr; contact-understanding; hand-object-interaction; interactive-assistance,egocentric-video; hand-pose; contact
EffHandEgoNet,model,2024-04,FG 2024,watch,,2024,https://arxiv.org/abs/2404.09308,https://arxiv.org/abs/2404.09308,,,"Egocentric 2D hand-pose and action-recognition method for smart-glasses RGB input, including EffHandNet and EffHandEgoNet evaluated on H2O and FPHA",hand-object-interaction; pose-and-body; action-recognition,egocentric-video; hand-pose; object-boxes
Untrimmed Action Anticipation,model,2022-02,arXiv,watch,,2022,https://arxiv.org/abs/2202.04132,https://arxiv.org/abs/2202.04132,,,Reframes egocentric action anticipation for untrimmed streams rather than short pre-cut observation windows,anticipation; action-and-procedure; temporal-segmentation,egocentric-video
EgoGAN,model,2022-03,arXiv,watch,,2022,https://arxiv.org/abs/2203.11305,https://arxiv.org/abs/2203.11305,,,Generative model for forecasting future hand masks from egocentric video under stochastic head and hand motion,hand-segmentation; anticipation; hand-object-interaction,egocentric-video; hand-masks
HOI Forecast / Interaction Hotspots,model,2022-04,CVPR 2022,open,,2022,https://stevenlsw.github.io/hoi-forecast,https://arxiv.org/abs/2204.01696,,,Forecasts future hand trajectories and interaction hotspots on next-active objects from egocentric video,hand-forecasting; anticipation; affordance; hand-object-interaction,egocentric-video; hand-trajectories; object-masks
SOS Handled Objects,model,2022-04,ECCV 2022,watch,,2022,https://arxiv.org/abs/2204.04796,https://arxiv.org/abs/2204.04796,,,Self-supervised learning over sets of handled objects to improve egocentric action recognition,action-recognition; hand-object-interaction; representation-learning,egocentric-video; object-boxes
I-CVAE LTA,model,2022-07,WACV 2023,open,,2022,https://evm7.github.io/icvae-page/,https://arxiv.org/abs/2207.12080,,,Intention-conditioned variational model for long-term human egocentric action forecasting; reported Ego4D LTA challenge wins,anticipation; intent; long-horizon-memory; action-and-procedure,egocentric-video; narrations
UmeTrack,model,2022-10,SIGGRAPH Asia 2022,watch,,2022,https://arxiv.org/abs/2211.00099,https://arxiv.org/abs/2211.00099,,,Unified multi-view end-to-end 3D hand tracking for VR headsets and hand-interaction systems,3d-hand-pose; wearable-interaction; ar-vr,egocentric-video; hand-pose
InternVideo-Ego4D,model,2022-11,Ego4D Workshop 2022,watch,,2022,https://arxiv.org/abs/2211.09529,https://arxiv.org/abs/2211.09529,,,"Pack of champion Ego4D challenge solutions spanning episodic memory, forecasting, hand-object, and audio/social tracks",benchmark; evaluation; action-recognition; temporal-grounding,egocentric-video; audio; narrations
EgoT2 / Egocentric Video Task Translation,model,2022-12,CVPR 2023 Highlight,open,,2022,https://vision.cs.utexas.edu/projects/egot2/,https://arxiv.org/abs/2212.06301,,,Task-translation framework that uses one egocentric video task to supervise or transfer to another in wearable-video settings,video-language; task-suite; representation-learning; action-and-procedure,egocentric-video; text
EgoLoc,model,2022-12,ICCV 2023,watch,,2022,https://arxiv.org/abs/2212.06969,https://arxiv.org/abs/2212.06969,,,Revisits Ego4D visual-query 3D object localization with stronger camera-pose estimation and localization baselines,3d; object-grounding; visual-grounding; tracking,egocentric-video; camera-pose; 3d-point-clouds
NaQ,model,2023-01,CVPR 2023,watch,,2023,https://arxiv.org/abs/2301.00746,https://arxiv.org/abs/2301.00746,,,Uses narrations as implicit queries to supervise episodic-memory retrieval in long egocentric video,episodic-memory; natural-language-query; retrieval; video-language,egocentric-video; narrations; text
Ego-Only,model,2023-01,arXiv,watch,,2023,https://arxiv.org/abs/2301.01380,https://arxiv.org/abs/2301.01380,,,Egocentric action-detection approach that removes reliance on exocentric pretraining transfer,action-detection; action-recognition; representation-learning,egocentric-video
EgoDistill,model,2023-01,tech report,open,,2023,https://vision.cs.utexas.edu/projects/egodistill/,https://arxiv.org/abs/2301.02217,,,Distills expensive egocentric clip features into efficient models by reconstructing heavy representations from head-motion signals,efficient-inference; representation-learning; wearable-sensing,egocentric-video; head-pose
TransFusion,model,2023-01,IEEE TCSVT 2024,watch,,2023,https://arxiv.org/abs/2301.09209,https://arxiv.org/abs/2301.09209,,,Multimodal object-interaction anticipation model that summarizes past egocentric context with natural-language descriptions,anticipation; next-active-object; video-language; hand-object-interaction,egocentric-video; text; object-boxes
Fine-Grained Affordance Annotation,benchmark,2023-02,WACV 2023,watch,,2023,https://arxiv.org/abs/2302.03292,https://arxiv.org/abs/2302.03292,,,"Fine-grained affordance annotation protocol for egocentric hand-object interaction videos, extending earlier EPIC/Ego4D workshop annotation work",affordance; hand-object-interaction; detection-segmentation,egocentric-video; object-masks; hand-masks
Next Active Object Anticipation,model,2023-02,IEEE Access 2024,watch,,2023,https://arxiv.org/abs/2302.06358,https://arxiv.org/abs/2302.06358,,,Anticipates next-active-object locations before contact in egocentric video,next-active-object; anticipation; hand-object-interaction,egocentric-video; object-boxes
MINOTAUR,model,2023-02,arXiv,watch,,2023,https://arxiv.org/abs/2302.08063,https://arxiv.org/abs/2302.08063,,,"Unified video grounding model for multimodal queries over tasks such as action detection, visual queries, and spatio-temporal language grounding",temporal-grounding; visual-grounding; object-grounding; video-language,egocentric-video; text; object-boxes
EgoViT,model,2023-03,arXiv,watch,,2023,https://arxiv.org/abs/2303.08920,https://arxiv.org/abs/2303.08920,,,Pyramid video transformer with dynamic class-token generation for egocentric action recognition,action-recognition; hand-object-interaction; representation-learning,egocentric-video
AV-EgoGaze Anticipation,model,2023-05,arXiv,watch,,2023,https://arxiv.org/abs/2305.03907,https://arxiv.org/abs/2305.03907,,,Audio-visual egocentric gaze-anticipation model using video and audio cues to forecast future attention,gaze; anticipation; audio-visual; ar-vr,egocentric-video; audio; gaze
AntGPT,model,2023-07,ICLR 2024,watch,,2023,https://arxiv.org/abs/2307.16368,https://arxiv.org/abs/2307.16368,,,Uses large language models to reason over common future event sequences and improve long-term action anticipation,anticipation; long-horizon-memory; planning; action-and-procedure,egocentric-video; text
Encode-Store-Retrieve,model,2023-08,arXiv,watch,,2023,https://arxiv.org/abs/2308.05822,https://arxiv.org/abs/2308.05822,,,Language-encoded egocentric memory pipeline for storing and retrieving human-perception events,memory; episodic-memory; retrieval; assistant,egocentric-video; text; memory
EgoPoser,model,2023-08,ECCV 2024,open,,2023,https://siplab.org/projects/EgoPoser,https://arxiv.org/abs/2308.06493,,,Real-time egocentric pose estimation from sparse and intermittent HMD/controller observations,pose-and-body; xr-pose-estimation; ar-vr,head-pose; body-pose; imu
Helping Hands,model,2023-08,ICCV 2023,watch,,2023,https://arxiv.org/abs/2308.07918,https://arxiv.org/abs/2308.07918,,,Object-aware egocentric video-recognition model using hand-object cues,action-recognition; hand-object-interaction; object-recognition,egocentric-video; hand; object-boxes
Open-Vocabulary Egocentric Actions,model,2023-08,NeurIPS 2023,open,,2023,https://dibschat.github.io/openvocab-egoAR/,https://arxiv.org/abs/2308.11488,,,Open-vocabulary egocentric action-recognition framework for verb-noun action labels,open-vocabulary-hoi; action-recognition; video-language,egocentric-video; text
EgoBlur,toolkit,2023-08,arXiv,watch,,2023,https://arxiv.org/abs/2308.13093,https://arxiv.org/abs/2308.13093,,,Privacy-preserving blur pipeline and responsible-innovation analysis for Project Aria egocentric capture,wearable-sensing; tooling; ar-vr,egocentric-video; aria
POV-Surgery,dataset,2023-07,MICCAI 2023,open,,2023,https://batfacewayne.github.io/POV_Surgery_io/,https://arxiv.org/abs/2307.10387,,,Egocentric surgical dataset for hand and tool pose estimation during operating-room activities,hand-object-pose; hand-object-interaction; pose-and-body,egocentric-video; hand-pose; object-pose
EgoPCA,model,2023-09,ICCV 2023,watch,,2023,https://arxiv.org/abs/2309.02423,https://arxiv.org/abs/2309.02423,,,Framework for egocentric hand-object interaction understanding using hand/object-centric perception cues,hand-object-interaction; action-recognition; object-recognition,egocentric-video; hand; object-boxes
EGOFALLS,dataset,2023-09,arXiv,watch,,2023,https://arxiv.org/abs/2309.04579,https://arxiv.org/abs/2309.04579,,,Visual-audio dataset and benchmark for fall detection using egocentric cameras,activity-recognition; audio-visual; wearable-sensing,egocentric-video; audio; imu
Ego3DPose,model,2023-09,SIGGRAPH Asia 2023,watch,,2023,https://arxiv.org/abs/2309.11962,https://arxiv.org/abs/2309.11962,,,Captures 3D body cues from binocular egocentric views for pose estimation,egocentric-3d-pose; pose-and-body; ar-vr,stereo-video; body-pose; 3d-pose
SANPO,dataset,2023-09,WACV 2025,watch,,2023,https://arxiv.org/abs/2309.12172,https://arxiv.org/abs/2309.12172,,,"Scene understanding, accessibility, and human navigation dataset for egocentric navigation and spatial assistance",navigation; blind-assistance; scene-understanding; ar-sensing-navigation,egocentric-video; scene-geometry; trajectory
Egocentric Pedestrian Trajectory Benchmark,benchmark,2023-10,arXiv,watch,,2023,https://arxiv.org/abs/2310.10424,https://arxiv.org/abs/2310.10424,,,Benchmarking paradigm and scale/motion-aware model for egocentric pedestrian trajectory prediction,trajectory-prediction; navigation; ar-sensing-navigation,egocentric-video; trajectory
Symbolic Active Object Localization,model,2023-10,EMNLP 2023,watch,,2023,https://arxiv.org/abs/2310.15066,https://arxiv.org/abs/2310.15066,,,Uses symbolic world knowledge to localize active objects from egocentric vision and task instructions,object-grounding; active-object-detection; spatial-reasoning; video-language,egocentric-video; text; object-boxes
IndustReal,dataset,2023-10,WACV 2024,watch,,2023,https://arxiv.org/abs/2310.17323,https://arxiv.org/abs/2310.17323,,,Egocentric industrial-like procedure-step recognition dataset with execution errors,procedure-learning; mistake-detection; action-recognition,egocentric-video
Aria-NeRF,model,2023-11,arXiv,watch,,2023,https://arxiv.org/abs/2311.06455,https://arxiv.org/abs/2311.06455,,,Multimodal egocentric view-synthesis pipeline for Project Aria-style capture using NeRF-inspired scene models,novel-view-synthesis; scene-reconstruction; ar-vr,egocentric-video; aria; scene-geometry; camera-pose
Egocentric Whole-Body MoCap,model,2023-11,arXiv,watch,,2023,https://arxiv.org/abs/2311.16495,https://arxiv.org/abs/2311.16495,,,FisheyeViT plus diffusion refinement for egocentric whole-body motion capture,pose-and-body; egocentric-3d-pose; human-motion,fisheye-video; body-pose; human-motion
Exo2EgoDVC,model,2023-11,WACV 2025,open,,2023,https://tkhkaeio.github.io/projects/25-egodvc/,https://arxiv.org/abs/2311.16444,,,Dense video captioning for egocentric procedural activities using web instructional videos as exocentric supervision,captioning; procedure-learning; video-language; cross-view,egocentric-video; third-person-video; text
PALM,model,2023-11,arXiv,watch,,2023,https://arxiv.org/abs/2311.17944,https://arxiv.org/abs/2311.17944,,,Predicts future actions through language models for long-term action anticipation,anticipation; action-and-procedure; planning; video-language,egocentric-video; text
LEAP,model,2023-11,arXiv,watch,,2023,https://arxiv.org/abs/2312.00055,https://arxiv.org/abs/2312.00055,,,"LLM generation of egocentric action programs with sub-actions, preconditions, postconditions, and object references",planning; procedure-learning; embodied-reasoning; video-language,egocentric-video; text
Action Scene Graphs,model,2023-12,arXiv,watch,,2023,https://arxiv.org/abs/2312.03391,https://arxiv.org/abs/2312.03391,,,Temporally evolving action scene graphs for long-form egocentric video understanding,scene-graph-qa; relation-reasoning; long-context; temporal-reasoning,egocentric-video; scene-graphs
LEGO,model,2023-12,arXiv,watch,,2023,https://arxiv.org/abs/2312.03849,https://arxiv.org/abs/2312.03849,,,Visual-instruction-tuned model for egocentric action-frame generation,video-generation; action-and-procedure; video-language,egocentric-video; text
LifelongMemory,model,2023-12,arXiv,watch,,2023,https://arxiv.org/abs/2312.05269,https://arxiv.org/abs/2312.05269,,,LLM-based long-form egocentric memory system for answering queries over a camera wearer's past,long-context-qa; episodic-memory; memory; assistant,egocentric-video; text; memory
EgoPlan-Bench,benchmark,2023-12,arXiv,open,,2023,https://github.com/ChenYi99/EgoPlan,https://arxiv.org/abs/2312.06722,,,Planning benchmark for multimodal large language models over egocentric human-level planning tasks,planning; embodied-reasoning; video-qa; evaluation,egocentric-video; text
CaptainCook4D,dataset,2023-12,NeurIPS 2024 Datasets and Benchmarks,watch,,2023,https://arxiv.org/abs/2312.14556,https://arxiv.org/abs/2312.14556,,,"Procedural-activity dataset for understanding execution errors, used later in multimodal temporal-action-segmentation benchmarks",mistake-detection; procedure-learning; action-recognition,egocentric-video; audio; gaze; imu
Get a Grip,model,2023-12,arXiv,open,,2023,https://zhifanzhu.github.io/getagrip,https://arxiv.org/abs/2312.15719,,,Reconstructs stable hand-object grasps from egocentric video,hand-object-pose; grasping; hand-object-interaction,egocentric-video; hand-pose; object-meshes
